==== START logs for container kube-controller-manager of pod kube-system/kube-controller-manager-kind-10-control-plane ====
I0923 23:00:42.113240       1 serving.go:312] Generated self-signed cert in-memory
I0923 23:00:42.694925       1 controllermanager.go:161] Version: v1.17.5
I0923 23:00:42.697759       1 dynamic_cafile_content.go:166] Starting request-header::/etc/kubernetes/pki/front-proxy-ca.crt
I0923 23:00:42.698712       1 secure_serving.go:178] Serving securely on 127.0.0.1:10257
I0923 23:00:42.699128       1 dynamic_cafile_content.go:166] Starting client-ca-bundle::/etc/kubernetes/pki/ca.crt
I0923 23:00:42.699579       1 tlsconfig.go:219] Starting DynamicServingCertificateController
I0923 23:00:42.699703       1 deprecated_insecure_serving.go:53] Serving insecurely on [::]:10252
I0923 23:00:42.699822       1 leaderelection.go:242] attempting to acquire leader lease  kube-system/kube-controller-manager...
E0923 23:00:45.018278       1 leaderelection.go:331] error retrieving resource lock kube-system/kube-controller-manager: endpoints "kube-controller-manager" is forbidden: User "system:kube-controller-manager" cannot get resource "endpoints" in API group "" in the namespace "kube-system"
I0923 23:00:47.974300       1 leaderelection.go:252] successfully acquired lease kube-system/kube-controller-manager
I0923 23:00:47.974945       1 event.go:281] Event(v1.ObjectReference{Kind:"Endpoints", Namespace:"kube-system", Name:"kube-controller-manager", UID:"93c79aa9-eeb1-484b-b67b-be822d3da345", APIVersion:"v1", ResourceVersion:"185", FieldPath:""}): type: 'Normal' reason: 'LeaderElection' kind-10-control-plane_31966cb2-f8c5-48f5-80f4-e47079fd38e7 became leader
I0923 23:00:47.974994       1 event.go:281] Event(v1.ObjectReference{Kind:"Lease", Namespace:"kube-system", Name:"kube-controller-manager", UID:"ab4cfc01-9691-4020-ac2b-f998a93d63b0", APIVersion:"coordination.k8s.io/v1", ResourceVersion:"187", FieldPath:""}): type: 'Normal' reason: 'LeaderElection' kind-10-control-plane_31966cb2-f8c5-48f5-80f4-e47079fd38e7 became leader
I0923 23:00:48.231099       1 plugins.go:100] No cloud provider specified.
I0923 23:00:48.231971       1 shared_informer.go:197] Waiting for caches to sync for tokens
I0923 23:00:48.332171       1 shared_informer.go:204] Caches are synced for tokens 
I0923 23:00:48.345294       1 controllermanager.go:533] Started "job"
I0923 23:00:48.345414       1 job_controller.go:143] Starting job controller
