==== START logs for container kube-controller-manager of pod kube-system/kube-controller-manager-kind-1-control-plane ====
I0512 06:23:00.013916       1 serving.go:312] Generated self-signed cert in-memory
I0512 06:23:00.532808       1 controllermanager.go:161] Version: v1.17.5
I0512 06:23:00.533707       1 dynamic_cafile_content.go:166] Starting request-header::/etc/kubernetes/pki/front-proxy-ca.crt
I0512 06:23:00.533897       1 dynamic_cafile_content.go:166] Starting client-ca-bundle::/etc/kubernetes/pki/ca.crt
I0512 06:23:00.534295       1 secure_serving.go:178] Serving securely on 127.0.0.1:10257
I0512 06:23:00.534582       1 tlsconfig.go:219] Starting DynamicServingCertificateController
I0512 06:23:00.541833       1 deprecated_insecure_serving.go:53] Serving insecurely on [::]:10252
I0512 06:23:00.542047       1 leaderelection.go:242] attempting to acquire leader lease  kube-system/kube-controller-manager...
E0512 06:23:03.735763       1 leaderelection.go:331] error retrieving resource lock kube-system/kube-controller-manager: endpoints "kube-controller-manager" is forbidden: User "system:kube-controller-manager" cannot get resource "endpoints" in API group "" in the namespace "kube-system"
I0512 06:23:07.518098       1 leaderelection.go:252] successfully acquired lease kube-system/kube-controller-manager
I0512 06:23:07.518375       1 event.go:281] Event(v1.ObjectReference{Kind:"Endpoints", Namespace:"kube-system", Name:"kube-controller-manager", UID:"f4f4b151-c768-4f4a-9c1f-7d4aa5a4f974", APIVersion:"v1", ResourceVersion:"195", FieldPath:""}): type: 'Normal' reason: 'LeaderElection' kind-1-control-plane_e73b7a6c-5a35-4390-bbf5-b376a9ba91e1 became leader
I0512 06:23:07.518405       1 event.go:281] Event(v1.ObjectReference{Kind:"Lease", Namespace:"kube-system", Name:"kube-controller-manager", UID:"68ed45df-2a2a-4774-955b-f8d2ce51c1f6", APIVersion:"coordination.k8s.io/v1", ResourceVersion:"196", FieldPath:""}): type: 'Normal' reason: 'LeaderElection' kind-1-control-plane_e73b7a6c-5a35-4390-bbf5-b376a9ba91e1 became leader
I0512 06:23:07.777056       1 plugins.go:100] No cloud provider specified.
I0512 06:23:07.777821       1 shared_informer.go:197] Waiting for caches to sync for tokens
I0512 06:23:07.878064       1 shared_informer.go:204] Caches are synced for tokens 
I0512 06:23:07.905458       1 controllermanager.go:533] Started "statefulset"
I0512 06:23:07.905642       1 stateful_set.go:145] Starting stateful set controller
I0512 06:23:07.905688       1 shared_informer.go:197] Waiting for caches to sync for stateful set
I0512 06:23:07.931209       1 controllermanager.go:533] Started "ttl"
I0512 06:23:07.931413       1 ttl_controller.go:116] Starting TTL controller
I0512 06:23:07.931424       1 shared_informer.go:197] Waiting for caches to sync for TTL
E0512 06:23:07.950016       1 core.go:91] Failed to start service controller: WARNING: no cloud provider provided, services of type LoadBalancer will fail
W0512 06:23:07.950327       1 controllermanager.go:525] Skipping "service"
I0512 06:23:07.973113       1 controllermanager.go:533] Started "replicationcontroller"
I0512 06:23:07.973323       1 replica_set.go:180] Starting replicationcontroller controller
I0512 06:23:07.973351       1 shared_informer.go:197] Waiting for caches to sync for ReplicationController
I0512 06:23:08.247668       1 resource_quota_monitor.go:228] QuotaMonitor created object count evaluator for rolebindings.rbac.authorization.k8s.io
I0512 06:23:08.247737       1 resource_quota_monitor.go:228] QuotaMonitor created object count evaluator for replicasets.apps
